Kingdom	Phylum	Class	Order	Family	Genus	SP.Fe.Su.a.1	SP.Fe.Su.a.2	SP.Fe.Su.B.1	SP.Fe.Su.B.2	SP.Fe.Su.C.1	SP.Fe.Su.C.2	SP.Fe.Su.Ch.1	SP.Fe.Su.Ch.2	SP.Fe.Su.Li.1	SP.Fe.Su.Li.2	SP.Fe.Su.m.1	SP.Fe.Su.m.2	SP.Fe.Su.NC.1	SP.Fe.Su.NC.2	SP.Fe.Su.P.1	SP.Fe.Su.P.2	SP.S.Su.a.1	SP.S.Su.a.2	SP.S.Su.B.1	SP.S.Su.B.2	SP.S.Su.C.1	SP.S.Su.C.2	SP.S.Su.Ch.1	SP.S.Su.Ch.2	SP.S.Su.Li.1	SP.S.Su.Li.2	SP.S.Su.m.1	SP.S.Su.m.2	SP.S.Su.NC.1	SP.S.Su.NC.2	SP.S.Su.P.1	SP.S.Su.P.2	SP.SO4.Su.a.1	SP.SO4.Su.a.2	SP.SO4.Su.B.1	SP.SO4.Su.B.2	SP.SO4.Su.C.1	SP.SO4.Su.C.2	SP.SO4.Su.Ch.1	SP.SO4.Su.Ch.2	SP.SO4.Su.Li.1	SP.SO4.Su.Li.2	SP.SO4.Su.m.1	SP.SO4.Su.m.2	SP.SO4.Su.NC.1	SP.SO4.Su.NC.2	SP.SO4.Su.P.1	SP.SO4.Su.P.2
Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Acetothermia	Acetothermiia	Acetothermiia	Acetothermiia	Acetothermiia	9	8	8	0	0	0	0	0	0	0	62	8	15	14	9	0	4	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	13	0	0
Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae	Acidobacteriae	Paludibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	0	6	13	0	0	6	0	0	0	0	0	0	0	0	0	9	0	0	0	0
Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	268	98	64	150	0	5	19	8	0	28	425	237	122	405	152	108	261	343	2	7	0	0	0	0	9	14	288	530	141	262	255	125	344	441	8	0	0	0	15	4	11	7	264	197	494	635	21	32
Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum	16	0	10	17	0	0	0	0	0	5	55	30	47	75	9	28	12	8	0	0	0	0	0	0	0	0	0	17	0	0	10	11	15	0	4	0	0	0	2	0	0	0	9	9	56	52	0	0
Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacterales_unclass	Vicinamibacterales_unclass	0	0	0	10	0	0	0	0	0	0	0	15	0	0	10	0	0	8	0	0	0	0	0	0	0	0	0	17	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	17	21	0	0
Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacteria_SB17	Vicinamibacteria_SB17	Vicinamibacteria_SB17	30	15	0	0	0	0	0	0	0	0	64	29	36	29	0	38	0	0	0	0	0	0	0	0	0	0	0	13	0	0	10	4	0	5	0	0	0	0	0	0	0	0	0	9	22	41	0	0
Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinales_unclass	Actinomarinales_unclass	34	31	0	32	0	0	0	0	0	0	105	67	36	122	25	51	10	0	0	0	0	0	0	0	0	0	12	15	7	6	13	13	20	20	0	0	0	0	0	0	0	0	9	14	101	98	0	0
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Demequinaceae	Demequinaceae_unclass	0	0	0	0	0	0	0	0	39	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	0	0	0	0	0	0	0	0	0	0	42	18	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	52	24	15	27	0	3	0	0	0	0	48	18	38	25	43	34	0	7	0	0	0	0	0	0	0	0	7	0	0	3	0	9	0	9	0	0	0	0	0	0	0	0	0	13	31	19	0	2
Bacteria	Actinobacteriota	Actinobacteriota_RBG-16	Actinobacteriota_RBG-16	Actinobacteriota_RBG-16	Actinobacteriota_RBG-16	58	15	9	34	0	0	0	0	0	0	156	71	122	120	36	41	0	16	0	0	0	0	0	0	0	0	11	56	41	26	34	0	53	30	0	0	0	0	0	4	0	0	21	46	60	75	0	0
Bacteria	Actinobacteriota	Actinobacteriota_unclass	Actinobacteriota_unclass	Actinobacteriota_unclass	Actinobacteriota_unclass	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteriota_WCHB1	Actinobacteriota_WCHB1	Actinobacteriota_WCHB1	Actinobacteriota_WCHB1	49	29	14	0	0	0	0	7	0	0	108	37	58	152	27	44	21	65	0	2	0	0	0	0	0	0	45	110	28	20	29	38	66	80	0	8	0	0	3	9	0	0	55	65	140	128	0	7
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales_unclass	Coriobacteriales_unclass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	46	0	0	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriia_OPB41	Coriobacteriia_OPB41	Coriobacteriia_OPB41	310	176	34799	30013	205	250	438	1130	302	700	216	235	162	338	0	0	0	0	517	213	0	0	0	0	24	28	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales_Incertae_Sedis	Coriobacteriales_IncSed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	87	0	0	0	0	0	0
Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	93	51	25	40	0	0	0	0	0	0	259	72	138	74	60	59	0	9	0	2	0	0	0	0	0	0	0	26	0	0	25	6	27	29	0	0	0	0	0	2	0	0	11	12	63	57	0	0
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellales_unclass	Gaiellales_unclass	22	18	0	38	0	0	0	0	478	1047	270	65	138	136	28	107	8	22	0	0	0	0	0	0	33	54	10	75	0	16	15	0	41	13	0	0	0	0	0	0	11	0	0	29	93	73	0	0
Archaea	Archaea_unclass	Archaea_unclass	Archaea_unclass	Archaea_unclass	Archaea_unclass	10	0	4	0	0	0	0	5	0	0	0	13	5	29	0	10	19	28	0	0	0	0	0	0	0	0	13	44	17	25	38	22	30	29	0	0	0	0	0	0	0	2	24	33	40	41	6	4
Bacteria	Armatimonadota	Armatimonadota_DG56	Armatimonadota_DG56	Armatimonadota_DG56	Armatimonadota_DG56	0	0	0	0	0	0	0	5	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	0	0	0	0	10	0	4	4	0	0	0	0	0	0	0	0	0	0	0	9	20	0	12	0	0
Bacteria	Armatimonadota	Armatimonadota_uncultured	Armatimonadota_unclass	Armatimonadota_unclass	Armatimonadota_unclass	15	0	0	0	0	0	0	0	0	0	59	0	0	11	8	6	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	15	6	11	15	0	0
Archaea	Asgardarchaeota	Odinarchaeia	Odinarchaeia	Odinarchaeia	Odinarchaeia	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	4	7	0	3	6	0	0	0	0	0	0	0	0	2	4	12	0	0	0
Bacteria	Bacteria_10bav	Bacteria_10bav	Bacteria_10bav	Bacteria_10bav	Bacteria_10bav	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	81	0	0	0	0	0	0	0	0	21	29	22	0	0	0
Bacteria	Bacteria_CK2C2	Bacteria_CK2C2	Bacteria_CK2C2	Bacteria_CK2C2	Bacteria_CK2C2	0	0	0	0	0	0	0	0	0	0	5	4	10	6	9	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	6	5	0	0	0	0	0	0	2	0	0	6	0	3	0	0
Bacteria	Bacteria_FCPU426	Bacteria_FCPU426	Bacteria_FCPU426	Bacteria_FCPU426	Bacteria_FCPU426	0	0	0	0	10	18	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12910	507	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria_MBNT15	Bacteria_MBNT15	Bacteria_MBNT15	Bacteria_MBNT15	Bacteria_MBNT15	40	18	18	48	0	0	0	7	0	30	205	157	90	121	52	52	0	12	0	0	0	0	0	0	8	31	52	43	83	44	15	0	107	158	0	0	0	6	7	10	14	11	84	51	139	65	0	0
Bacteria	Bacteria_NB1-j	Bacteria_NB1-j	Bacteria_NB1-j	Bacteria_NB1-j	Bacteria_NB1-j	25	0	28	0	0	0	0	0	0	0	60	0	8	30	0	22	0	0	0	0	0	0	0	0	0	0	19	0	8	10	0	0	0	25	0	0	0	0	0	0	0	0	0	0	30	32	0	0
Bacteria	Bacteria_Sva0485	Bacteria_Sva0485	Bacteria_Sva0485	Bacteria_Sva0485	Bacteria_Sva0485	125	89	19	57	0	0	11	5	6	8	191	119	136	182	116	104	150	225	0	0	0	0	0	0	0	7	179	307	92	155	155	105	203	240	6	0	0	0	0	13	0	3	166	203	268	361	6	36
Bacteria	Bacteria_TA06	Bacteria_TA06	Bacteria_TA06	Bacteria_TA06	Bacteria_TA06	10	0	8	14	0	0	0	0	0	0	0	19	17	60	0	5	0	0	0	0	0	0	0	0	0	0	29	37	0	0	0	20	32	35	0	0	0	0	0	0	0	0	12	27	31	47	0	0
Bacteria	Bacteria_unclass	Bacteria_unclass	Bacteria_unclass	Bacteria_unclass	Bacteria_unclass	30	0	5	10	0	0	31596	59779	4	16	158	30	17	70	21	12	24	84	0	0	0	0	0	0	5	4	40	81	0	0	13	12	7	6	10	50	352	0	19	110	0	0	29	29	228	41	28	137
Bacteria	Bacteria_WS1	Bacteria_WS1	Bacteria_WS1	Bacteria_WS1	Bacteria_WS1	48	20	9	8	0	0	0	0	0	4	57	13	43	77	11	38	27	40	0	0	0	0	0	0	0	4	34	107	24	47	18	22	41	54	0	0	0	0	0	0	0	0	18	20	58	82	0	5
Bacteria	Bacteria_WS2	Bacteria_WS2	Bacteria_WS2	Bacteria_WS2	Bacteria_WS2	9	0	0	0	0	0	0	0	0	0	17	11	0	34	0	13	8	0	0	0	0	0	0	0	0	0	17	22	8	20	34	0	29	24	0	0	0	0	0	0	0	0	8	6	18	13	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonadaceae_unclass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Cytophaga_xylanolytica.g	0	0	0	0	236	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	517	866	0	0	0	0	0	0	0	0	0	0	1086	0	0	0	617	243	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	27	16	24	26	30	58	0	18	32	46	23	30	16	43	21	0	21	21	16	21	29	31	35	39	26	45	40	26	23	13	33	23	20	19	48	18	39	24	37	30	31	22	20	34	49	0	23	24
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_Bact8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales_SB-5	Bacteroidales_SB-5	206	0	22	26	80	125	0	0	0	9	49	18	44	19	0	0	90	88	0	0	0	46	0	0	0	7	24	95	7	36	64	14	77	86	0	0	11821	12098	0	0	0	0	21	55	73	53	47	65
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales_termite.g	Bacteroidales_termite.g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	17	18	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales_unclass	Bacteroidales_unclass	117	142	27	149	0	0	127	169	60	230	242	163	158	379	147	101	1783	3000	0	19	0	0	0	0	93	124	1416	3985	768	578	1430	496	1727	2295	292	252	16	0	110	139	133	90	1668	1461	4171	3378	897	839
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	22	0	4	0	5	10	0	0	0	0	8	0	0	0	12	27	0	0	0	0	0	25	239	171	0	0	0	0	0	0	0	0	0	0	0	0	14	1495	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2	0	0	0	4	0	0	0	0	3	0	24	11	22	59	3	8	60	72	0	0	0	0	0	0	0	0	56	207	28	69	81	7	47	102	7	9	0	0	0	29	0	0	16	49	85	98	0	6
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	53	32	50	37	0	0	24	11	101	290	414	151	180	435	59	47	542	1511	164	132	0	0	0	0	585	838	7113	1960	662	226	1077	421	760	852	1389	741	0	0	0	71	790	383	1767	749	4704	2032	1277	829
Bacteria	Bacteroidota	Bacteroidia	Bacteroidia_unclass	Bacteroidia_unclass	Bacteroidia_unclass	64	0	14	17	0	28	747	826	3747	9360	9	18	17	18	2823	4671	62	143	7	10	2860	1553	35491	29633	892	1724	33	51	51	64	109	66	202	363	61	26	1080	453	15668	17334	4792	2531	42	143	215	193	114	217
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	19	20	6	9	0	0	0	0	0	0	20	13	10	16	10	0	8	0	0	0	0	0	0	0	0	0	7	9	0	0	7	0	7	16	0	0	0	0	0	0	0	0	0	0	26	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0	3	0	0	0	0	0	0	0	0	32	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobiaceae	35	15	0	24	0	0	0	0	0	0	44	42	33	101	25	12	61	121	0	0	0	0	0	0	4	0	72	150	42	50	51	34	56	52	0	0	0	0	37	79	0	0	25	26	120	79	0	0
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobium	15	0	0	0	0	6	0	0	0	0	0	0	0	0	19	0	36	74	9	91	29	1396	0	0	0	10	694	42	0	0	8	0	0	0	12	0	3054	311	19	53	4	0	0	0	14	17	174	561
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	10	9	54	18	6346	11326	2859	3703	2630	3379	11	0	4	11	638	105	0	0	0	0	23836	5441	612	634	3406	6656	0	9	0	0	0	0	7	0	0	0	3078	266	6701	6468	10752	7235	7	10	12	23	7	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	86	18	51	86	75	151	53	88	91	145	61	51	22	130	68	58	75	30	59	55	61	48	80	95	69	120	131	123	27	42	90	37	45	90	96	48	102	67	70	15	90	25	63	84	128	46	183	82
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	0	0	27	0	1999	3166	0	0	195	563	0	0	0	9	32	0	178	1054	0	6	0	149	7	0	1906	3034	69	106	59	87	34	27	87	113	0	5	52	99	56	130	435	251	105	111	299	409	771	2348
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	206
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriales_unclass	Sphingobacteriales_unclass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043	1633	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonadaceae_unclass	0	0	0	0	0	7	0	0	1840	2623	0	0	0	0	0	14	6	104	0	9	0	19	146	110	1827	4390	0	9	0	0	0	0	10	29	0	0	0	25	23	11	1476	1056	26	39	82	66	9	53
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacteraceae_unclass	166	116	0	2	0	0	0	0	82	128	13	20	0	34	0	0	25	19	0	15	0	0	0	0	0	0	203	585	88	126	63	64	69	324	0	0	0	0	0	0	0	0	0	12	69	0	0	62
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_unclass	225	135	19	6	335	222	0	4	0	8	0	8	0	29	198	132	299	577	169	416	2224	1085	836	964	200	280	197	24	5	0	13	0	20	34	1977	1991	8091	1436	332	539	99	65	10	9	25	14	67	671
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacteraceae_WCHB1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	16	94
Bacteria	Bacteroidota	Bacteroidota_SJA-28	Bacteroidota_SJA-28	Bacteroidota_SJA-28	Bacteroidota_SJA-28	0	0	0	0	10	14	0	0	0	0	17	8	0	34	0	0	32	36	0	0	0	0	0	3	2	2	34	66	16	15	32	10	19	29	0	0	104	0	0	12	0	0	29	45	71	49	0	0
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriales	Ignavibacteriales	0	0	0	0	7	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	101	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	111	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_FBRL83	Ignavibacteriales_FBRL83	0	0	0	0	0	0	11090	13871	0	0	0	0	0	0	0	0	0	0	0	0	218	179	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	665	3024	0	0	0	0	0	0	0	17
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_LDRB	Ignavibacteriales_LDRB	0	0	0	12	0	0	0	0	0	0	52	25	36	87	14	26	37	67	0	0	0	0	0	0	0	0	73	191	47	51	65	53	67	73	19	0	0	0	0	0	0	0	42	65	223	168	0	0
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_PHOS	Ignavibacteriales_PHOS	33	11	15	33	0	0	16	18	0	8	71	28	24	59	43	45	87	123	9	0	0	0	0	0	5	12	1707	963	261	185	355	254	113	280	19	12	20	0	0	0	0	0	131	256	517	380	78	168
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	0	9	0	0	0	0	0	0	0	0	33	42	31	43	10	22	44	70	0	0	0	0	0	0	0	0	61	137	65	76	74	30	62	83	0	0	0	0	0	0	5	0	56	78	142	122	0	0
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacteraceae_IheB3-7	0	0	0	0	0	0	0	0	0	0	15	26	0	17	13	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	0	0	0	0	0	0	438	364	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidota	Kryptonia	Kryptoniales	Kryptoniales_BSV26	Kryptoniales_BSV26	61	20	16	69	0	0	16	33	0	35	129	83	61	176	51	85	171	208	0	9	0	0	0	0	16	20	174	463	120	184	260	101	138	225	0	9	0	0	15	30	3	0	132	137	313	295	34	58
Bacteria	Bacteroidota	Kryptonia	Kryptoniales	Kryptoniales_MSB	Kryptoniales_MSB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	15	18	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Caldatribacteriota	Caldatribacteriia	Caldatribacteriales	Caldatribacteriaceae	Cand__Caldatribacterium	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	8	0	0	0	0	0	0	0	0	4	5	9	6	0	0
Bacteria	Caldatribacteriota	Caldatribacteriota_JS1	Caldatribacteriota_JS1	Caldatribacteriota_JS1	Caldatribacteriota_JS1	68	52	9	19	0	0	9	14	0	15	86	57	77	162	30	59	249	382	0	22	0	0	0	0	15	29	254	449	171	384	203	86	524	614	17	20	0	0	31	46	19	16	343	310	473	662	27	49
Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericales_WCHB1	Caldisericales_WCHB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	230	0	0	0	0	0	0	0	0	70	148	29	45	78	29	64	69	0	5	0	0	78	140	0	0	65	68	113	107	3	36
Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	12	0	0	0	0	0	0	0	0	0	12	0	0	14	0	2	0	22	0	0	0	0	0	0	0	0	0	0	7	0	11	0	14	0	0	0	0	0	0	0	0	0	6	0	19	16	0	0
Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Calditrichaceae	12	0	0	0	0	0	3	0	0	0	21	10	0	15	5	0	0	5	0	0	0	0	0	0	0	0	0	17	0	9	0	7	5	9	0	0	0	0	0	0	0	0	15	24	22	17	0	0
Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Calorithrix	8	0	0	0	0	0	0	3	0	0	8	0	0	11	13	0	8	6	0	0	0	0	0	0	0	0	8	28	12	16	0	5	17	30	0	0	0	0	0	0	0	0	10	13	0	24	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	11	0	0	10	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	2
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	47	38	21	30	0	0	0	0	0	0	134	93	45	205	26	46	12	75	0	4	0	0	0	0	0	11	26	72	13	21	30	27	45	58	0	0	0	0	3	0	4	7	34	35	30	129	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	25	11	23	12	0	0	11	0	9	204	81	88	24	99	47	105	807	2154	22856	7349	490	113	278	92	349	626	10059	7814	5171	2195	15	191	11	479	0	0	0	112	7	20	485	246	608	63	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	0	0	0	0	0	0	0	0	0	0	8	4	0	11	0	0	0	188	0	0	3	7	0	0	7	9	738	35	39	0	333	727	55	199	38	126	0	0	29	11	0	0	106	276	1991	1690	30	12
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclass	287	117	0	0	66	126	182	302	26	64	99	16	28	66	5	10	26	295	0	0	47	102	0	0	8	17	25	157	0	11	43	0	54	54	10	7	4787	273	27	57	28	0	39	24	160	132	76	120
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	82	24	0	0	0	10	0	0	15	157	88	13	15	6	0	0	0	29	0	0	0	0	0	0	8	12	19	129	33	33	59	23	22	52	7	0	367	24	6	0	17	0	8	38	158	58	0	10
Bacteria	Chloroflexi	Anaerolineae	Anaerolineae_Bin180	Anaerolineae_Bin180	Anaerolineae_Bin180	6	0	0	5	0	0	3	0	0	0	16	0	0	0	10	0	8	5	0	0	0	0	0	0	0	0	8	19	9	0	0	0	16	6	0	0	0	0	0	0	0	0	16	0	13	29	0	0
Bacteria	Chloroflexi	Anaerolineae	Anaerolineae_MSB-5B2	Anaerolineae_MSB-5B2	Anaerolineae_MSB-5B2	0	0	3	0	0	0	0	0	0	0	12	0	0	14	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	14	0	0	0	0	0	0	0	0	0	0	0	14	0	0
Bacteria	Chloroflexi	Anaerolineae	Anaerolineae_MSB-S512	Anaerolineae_MSB-S512	Anaerolineae_MSB-S512	8	0	0	0	0	0	0	0	0	0	23	0	8	15	5	2	0	6	0	0	0	0	0	0	0	0	11	15	7	10	7	0	6	10	0	0	0	0	0	0	0	0	0	7	12	11	0	0
Bacteria	Chloroflexi	Anaerolineae	Anaerolineae_RBG-13	Anaerolineae_RBG-13	Anaerolineae_RBG-13	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	8	10	0	0	0	0	0	0	0	0	0	0	26	0	15	11	7	8	7	0	0	0	0	0	0	0	0	6	0	13	0	0	0
Bacteria	Chloroflexi	Anaerolineae	Anaerolineae_SBR1031	Anaerolineae_SBR1031	Anaerolineae_SBR1031	15	0	6	17	0	0	0	0	0	0	9	0	31	0	0	11	24	36	0	0	0	0	0	0	0	5	0	57	13	0	17	10	51	50	4	0	0	0	0	0	0	0	28	14	57	26	0	12
