Kingdom	Phylum	Class	Order	Family	Genus	SP.Fe.Su.a.1	SP.Fe.Su.a.2	SP.Fe.Su.B.1	SP.Fe.Su.B.2	SP.Fe.Su.C.1	SP.Fe.Su.C.2	SP.Fe.Su.Ch.1	SP.Fe.Su.Ch.2	SP.Fe.Su.Li.1	SP.Fe.Su.Li.2	SP.Fe.Su.m.1	SP.Fe.Su.m.2	SP.Fe.Su.NC.1	SP.Fe.Su.NC.2	SP.Fe.Su.P.1	SP.Fe.Su.P.2	SP.S.Su.a.1	SP.S.Su.a.2	SP.S.Su.B.1	SP.S.Su.B.2	SP.S.Su.C.1	SP.S.Su.C.2	SP.S.Su.Ch.1	SP.S.Su.Ch.2	SP.S.Su.Li.1	SP.S.Su.Li.2	SP.S.Su.m.1	SP.S.Su.m.2	SP.S.Su.NC.1	SP.S.Su.NC.2	SP.S.Su.P.1	SP.S.Su.P.2	SP.SO4.Su.a.1	SP.SO4.Su.a.2	SP.SO4.Su.B.1	SP.SO4.Su.B.2	SP.SO4.Su.C.1	SP.SO4.Su.C.2	SP.SO4.Su.Ch.1	SP.SO4.Su.Ch.2	SP.SO4.Su.Li.1	SP.SO4.Su.Li.2	SP.SO4.Su.m.1	SP.SO4.Su.m.2	SP.SO4.Su.NC.1	SP.SO4.Su.NC.2	SP.SO4.Su.P.1	SP.SO4.Su.P.2
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_unclass	0	0	0	0	0	0	0	0	1764	3752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1609	1098	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Tissierellales	Tissierellales	Tissierellales_unclass	0	13	0	0	0	0	0	0	0	0	33	13	22	20	0	13	0	6	0	0	0	0	0	0	0	0	10	0	0	0	0	0	9	11	0	0	0	0	0	0	0	0	0	15	27	12	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_unclass	0	0	0	0	0	0	29	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	150	1024	709	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Tissierellales	Anaerovoracaceae	Eubacterium_brachy.g	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	203	44	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	Acetanaerobacterium	0	0	0	0	0	0	0	0	12	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	40	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Acetivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium	3031	2040	997	1581	81	158	167	205	1159	2070	13896	9032	9663	24007	6418	4465	2146	2499	1185	2169	233	93	225	255	3274	3994	9810	19183	13361	9007	12315	8597	18505	14555	2013	930	93	129	902	1137	2896	2209	20882	20653	16114	12801	716	772
Bacteria	Firmicutes	Clostridia	Tissierellales	Acidaminobacteraceae	Acidaminobacter	0	0	0	0	0	0	381	1473	0	0	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	12	8	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Alkalibacteraceae	Alkalibacter	0	0	0	0	0	7	0	0	3374	4968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1051	530	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	0	0	0	0	0	0	9	0	134	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	325	0	0	0	0	0	0	0	0	0	0	0	13	27	234	219	84	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis	0	0	0	0	0	0	0	0	1061	1824	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2038	2849	0	0	0	0	0	0	0	0	0	0	22	0	0	0	3381	2297	0	0	0	0	0	9
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostignum	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	118	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	0	0	0	0	0	0	0	0	14	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	27	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Tissierellales	Anaerovoracaceae	Anaerovorax	5	0	0	0	0	0	51	82	92	215	0	0	0	0	0	0	138	189	0	0	0	0	0	0	531	776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562	373	0	0	0	0	52	76
Bacteria	Firmicutes	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	0	0	0	0	0	0	233	310	0	0	0	0	0	0	22	38	0	0	0	0	0	0	126	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1116	3662	12	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Caproiciproducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	120	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	1120	674	16	30	1100	1778	1938	2892	1152	1964	165	140	8	23	206	113	138	324	18	28	674	960	88	118	1557	2086	15	192	33	30	31	25	94	116	168	23	911	81	2124	1611	2270	1645	31	58	189	115	65	139
Bacteria	Firmicutes	Clostridia	Clostridia_unclass	Clostridia_unclass	Clostridia_unclass	0	0	0	0	0	0	0	0	59	151	0	0	0	0	0	0	0	0	0	0	57	14	0	0	110	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	133	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_ss1	8	0	0	0	0	0	0	0	0	0	14	0	10	0	99	0	0	0	0	0	0	0	0	0	82	79	0	0	0	0	0	0	0	0	0	0	0	0	1386	1064	578	378	7	9	38	28	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_ss12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	200	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_ss13	0	0	0	0	0	0	0	0	0	0	11	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	18	10	0	0	0	0	0	0	0	0	0	0	7	6	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_ss6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Tissierellales	Fusibacteraceae	Fusibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	19	0	0	0	0	0	0	0	0	520	22	14	3	11	0	0	20	0	0	0	0	15	14	0	0	12	11	127	49	0	18
Bacteria	Firmicutes	Clostridia	Tissierellales	Peptostreptococcales-Tissierellales	Gottschalkia	7	0	0	8	0	0	0	0	0	0	57	11	22	34	0	12	9	0	0	0	0	0	0	0	0	0	0	30	0	0	0	15	36	32	0	0	0	0	0	0	0	0	19	10	144	55	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Gracilibacteraceae	Gracilibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690	1089	0	0	2419	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1229	78	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Herbinix	0	0	0	0	0	0	23	19	22	65	0	0	0	0	9	10	0	0	0	0	0	0	87	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	61	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Hungateiclostridiaceae_HN	40	0	24	11	2290	3867	1924	2422	5816	6386	6	5	0	0	0	0	0	10	0	0	188	4263	0	0	4020	5287	8	0	0	0	0	0	0	0	0	0	5310	1153	1622	1666	1849	769	0	0	42	0	40	63
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Hungateiclostridiaceae	55	61	0	0	0	0	0	0	0	0	0	0	46	91	0	0	0	0	0	0	0	0	0	0	2822	3791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4905	3168	0	13	0	0	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospirales	Hydrogenoanaerobacterium	0	0	0	0	143	215	0	0	75	184	0	0	0	0	30	22	0	0	0	0	45	136	0	0	494	936	0	6	0	0	0	0	0	0	0	0	0	58	0	0	395	211	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Tissierellales	Tissierellales	Tissierellales_JTB215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	347	0	0	0	0	0	0	0	0	0	9	23	30	20	12	24	38	44	46	0	0	150	225	0	0	0	21	7	18	0	18
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	0	0	0	0	0	0	89	136	0	0	0	0	0	0	46	100	0	0	0	0	0	0	609	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008	839	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	35	0	0	24	0	0	0	25	0	25	0	0	0	0	0	0	20	0	0	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NK4A214	0	0	0	4	189	243	0	0	359	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	125	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospirales_UCG10	Oscillospirales_UCG10	0	0	0	0	216	540	0	0	23	36	0	0	4	0	0	0	0	0	0	0	421	2390	0	0	39	109	0	0	0	0	0	0	16	17	4	0	95	31	149	147	29	18	0	0	0	0	0	6
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospirales_unclass	Oscillospirales_unclass	0	0	0	0	0	0	31	33	258	314	0	0	0	0	0	0	0	0	0	0	0	0	11	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	43	17	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospirales_unclass	Oscillospirales_unclass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Oxobacteraceae	Oxobacter	0	0	0	0	0	0	72	189	10	61	0	0	0	0	0	0	0	0	0	0	47	31	0	0	273	456	0	0	0	0	0	0	0	0	0	0	93	0	81	70	374	188	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter	0	0	0	0	0	0	0	0	112	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	286	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Proteiniclasticum	0	0	8	0	0	0	0	0	0	0	0	0	0	0	114	0	0	75	16	20	0	0	0	0	0	0	2140	378	35	0	308	23	25	34	0	38	62	24	0	0	83	51	0	0	148	24	16	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Pseudobacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	715	0	0	0	0	0	0	10397	4960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Ruminiclostridium	0	0	0	0	57	11	0	0	91	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	28	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Saccharofermentans	0	0	0	0	36	43	145	136	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	136	118	0	0	0	0	0	0	0	0	0	0	333	0	335	511	65	30	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Tissierellales	Thermotaleaceae	Salimesophilobacter	158	136	314	290	47	111	157	138	0	0	0	0	99	389	0	0	0	0	0	0	0	0	0	0	53	96	0	0	194	199	109	13	0	89	0	0	0	0	16	42	12	0	15	21	0	0	0	0
Bacteria	Firmicutes	Clostridia	Tissierellales	Sedimentibacteraceae	Sedimentibacter	0	0	0	0	29	53	129	1001	68	206	0	0	0	0	44	0	0	0	31	36	13	45	84	105	183	367	699	656	0	0	1597	816	0	0	1036	1136	0	351	0	0	506	233	0	0	0	0	613	1001
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Sporobacter	0	0	0	0	0	0	0	0	726	1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	535	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Hungateiclostridiaceae_UCG12	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	11	21	0	0
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_unclass	0	0	0	0	50	153	154	191	246	954	0	0	0	0	36	0	0	0	0	0	42	102	0	0	90	130	0	0	0	0	0	0	0	0	0	0	75	76	275	266	224	83	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Hungateiclostridiaceae_unclass	22	0	0	5	90	186	198	238	377	577	45	36	23	47	38	5	10	15	0	0	0	12	0	0	550	968	6	57	7	9	0	27	11	40	0	0	106	0	264	276	398	310	14	21	262	44	27	75
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_unclass	0	0	0	0	0	0	21	15	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0	0	0	0	0	114	0	0	13	14	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_unclass	0	0	0	0	0	0	0	0	229	422	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcaceae_unclass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	405	0	0	0	0	0	0	0	0	8	114	0	42	0	0	430	381	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_unclass	0	0	0	0	100	164	0	0	294	1315	0	0	0	0	0	0	0	0	0	0	65	137	0	0	693	635	0	0	0	0	0	0	0	0	0	0	17	0	0	2	1009	680	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Youngiibacter	0	0	48	69	0	0	135	125	1226	1604	0	0	0	0	233	250	0	0	0	0	0	0	0	0	187	163	0	0	0	0	0	0	0	0	10	0	25	0	311	378	522	292	0	0	0	0	0	0
Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Syntrophobotulaceae	Syntrophobotulaceae_unclass	0	0	0	0	0	0	0	0	176	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriales	Cand__Dichloromethanomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	479	0	0	0	0	0	0
