kingdom	phylum	class	order	family	genus	MeanRelAbund	niche_breadth	category	colorcode
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae_AKYG587	-5.151941784	1.342281879	specialist	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaerales_AKAU3564 	Phycisphaerales_AKAU3564 	-3.453466085	11.00181186	generalist	Other
Bacteria	Planctomycetes	Planctomycetes_Pla3 	Planctomycetes_Pla3 	Planctomycetes_Pla3 	Planctomycetes_Pla3 	-4.733165309	7.680851064	generalist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	-4.224806188	1.378348152	specialist	Other
Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	-4.895769891	1.483902439	specialist	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacteriaceae	-4.302003845	7.34750085	generalist	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	-3.288698097	8.966582509	generalist	Other
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	-3.788408124	7.149047858	generalist	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_DA111_MND8	Rhodospirillales_DA111_MND8	-4.273935927	7.725081433	generalist	Other
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Sporomusa	-3.568886312	1.354475863	specialist	Other
Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacterales_Elev-16S-1332	Solirubrobacterales_Elev-16S-1333	-5.087288246	1.403183024	specialist	Other
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriales_WCHB1-69	Sphingobacteriales_WCHB1-69	-3.086994066	1.271745548	specialist	Other
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriales_WCHB1-69	Sphingobacteriales_WCHB1-69	-3.813364743	9.132085329	generalist	Other
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetales_V2072-189E03	Spirochaetales_V2072-189E03	-4.673103242	1	specialist	Other
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaetaceae	-2.971958835	1.027544903	specialist	Other
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaetaceae	-2.919934165	10.90514056	generalist	Other
Bacteria	Spirochaetae	Spirochaetes	Spirochaetes_GZKB75	Spirochaetes_GZKB75	Spirochaetes_GZKB75	-4.973338369	1.180327869	specialist	Other
Bacteria	Spirochaetae	Spirochaetes	Spirochaetes_Kazan-3B-09	Spirochaetes_Kazan-3B-09	Spirochaetes_Kazan-3B-09	-4.086344772	9.991970803	generalist	Other
Bacteria	Spirochaetae	Spirochaetes	Spirochaetes_PBS-18	Spirochaetes_PBS-18	Spirochaetes_PBS-18	-3.522030769	7.512501872	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophaceae	-4.455425397	1	specialist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae	-3.624546707	1.018777687	specialist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae	-3.605500074	8.30348675	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	-2.741350052	8.78323014	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophaceae	-3.783971032	9.621124899	generalist	Other
Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmatales_DHVEG-1	Thermoplasmatales_DHVEG-1	-3.365046644	7.347733003	generalist	Other
Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmatales_DHVEG-1	Thermoplasmatales_DHVEG-1	-3.25434063	9.010841521	generalist	Other
Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmatales_ASC21	Thermoplasmatales_ASC22	-3.533238047	9.432021214	generalist	Other
Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmatales_DHVEG-1	Thermoplasmatales_DHVEG-1	-2.879033355	10.18518147	generalist	Other
Archaea	unclassified_Archae	unclassified_Archae	unclassified_Archae	unclassified_Archae	unclassified_Archae	-3.740204927	10.22096486	generalist	Other
Bacteria	Armatimonadetes	unclassified_Armatimonadetes	unclassified_Armatimonadetes	unclassified_Armatimonadetes	unclassified_Armatimonadetes	-3.665170513	9.616263647	generalist	Other
Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	-1.532899401	1.44729399	specialist	Other
Bacteria	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	-4.52719483	7.304347826	generalist	Other
Bacteria	unclassified_Bacteria_ JS1	unclassified_Bacteria_ JS1	unclassified_Bacteria_ JS1	unclassified_Bacteria_ JS1	unclassified_Bacteria_ JS1	-2.677927453	8.439441985	generalist	Other
Bacteria	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	-3.851170373	7.017720024	generalist	Other
Bacteria	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	-4.31310074	7.516815374	generalist	Other
Bacteria	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	-4.268339067	7.440212826	generalist	Other
Bacteria	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	-4.345533429	7.706666667	generalist	Other
Bacteria	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	-3.545037823	9.761528001	generalist	Other
Bacteria	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	-3.504451299	9.067146591	generalist	Other
Bacteria	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	-3.317790288	10.33043552	generalist	Other
Bacteria	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	-2.857046805	10.47238972	generalist	Other
Bacteria	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	unclassified_Bacteria_ OP8	-3.567646334	10.68897932	generalist	Other
Bacteria	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	-4.104520564	7.922303325	generalist	Other
Bacteria	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	-4.452829863	8.256031128	generalist	Other
Bacteria	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	-4.064263339	8.891373802	generalist	Other
Bacteria	unclassified_Bacteria_GOUTA4	unclassified_Bacteria_GOUTA5	unclassified_Bacteria_GOUTA6	unclassified_Bacteria_GOUTA7	unclassified_Bacteria_GOUTA8	-3.792396299	9.298095863	generalist	Other
Bacteria	unclassified_Bacteria_SHA-109	unclassified_Bacteria_SHA-109	unclassified_Bacteria_SHA-109	unclassified_Bacteria_SHA-109	unclassified_Bacteria_SHA-109	-4.041541324	7.874021658	generalist	Other
Bacteria	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	-3.837734328	8.179111842	generalist	Other
Bacteria	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	-3.722358874	9.158062654	generalist	Other
Bacteria	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	-4.057682754	8.773694391	generalist	Other
Bacteria	unclassified_Bacteria_WCHB1-60	unclassified_Bacteria_WCHB1-60	unclassified_Bacteria_WCHB1-60	unclassified_Bacteria_WCHB1-60	unclassified_Bacteria_WCHB1-60	-5.598835174	1.470588235	specialist	Other
Bacteria	Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	-4.150511549	8.281811085	generalist	Other
Bacteria	Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	-4.291496453	8.627300613	generalist	Other
Bacteria	Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	-3.752489997	10.38164513	generalist	Other
Bacteria	Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	-3.270899221	10.73289412	generalist	Other
Bacteria	Chloroflexi	Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	-4.65024095	7.456913828	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria	-4.795861956	7.622047244	generalist	Other
Bacteria	Lentisphaerae	unclassified_Lentisphaerae	unclassified_Lentisphaerae	unclassified_Lentisphaerae	unclassified_Lentisphaerae	-3.195265184	1.047347598	specialist	Other
Bacteria	Verrucomicrobia	Verrumicrobia_OPB35 	Verrumicrobia_OPB35 	Verrumicrobia_OPB35 	Verrumicrobia_OPB35 	-4.771306932	1.286546302	specialist	Other
Bacteria	Verrucomicrobia	Verrumicrobia_OPB35 	Verrumicrobia_OPB35 	Verrumicrobia_OPB35 	Verrumicrobia_OPB35 	-3.608537686	7.684486676	generalist	Other
Bacteria	Verrucomicrobia	Verrumicrobia_OPB35 	Verrumicrobia_OPB35 	Verrumicrobia_OPB35 	Verrumicrobia_OPB35 	-3.963005243	7.879622563	generalist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Xanthomonadales Incertae Sedis	-3.408564831	8.480331752	generalist	Other
